Productname,price,Ratinf,Delivery,Savings
"Fujitsu UH-X 11th Gen Intel Core i5 13.3” (33.78cm) FHD IPS 400Nits Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Iris Xe Graphics/Backlit Kb/ Fingerprint Reader/Black/878gms), 4ZR1F38022","82,490",4.3 out of 5 stars,"Tomorrow, February 15","₹82,490₹82,490 ₹1,16,490₹1,16,490  Save ₹34,000 (29%)"
"Acer Aspire 5 A514-54 Thin and Light Laptop | 14"" Full HD IPS Display | 11th Gen Intel Core i5-1135G7 Processor | 8GB DDR4 |1TB HDD | WiFi 6| Win 11 Home | HD Webcam | Pure Silver | 1.45kg","46,990",4.1 out of 5 stars,"Tomorrow, February 15","₹46,990₹46,990 ₹66,999₹66,999  Save ₹20,009 (30%)"
"HP Victus AMD Ryzen 5 5600H 16.1 inches FHD Gaming Laptop (8GB RAM/512GB SSD/4GB Radeon RX5500M Graphics/Flicker Free Display/Windows 10 Home/MS Office/Mica Silver/2.48 Kg), 16-e0162AX, Black","59,990",4.4 out of 5 stars,"Tomorrow, February 15","₹59,990₹59,990 ₹73,682₹73,682  Save ₹13,692 (19%)"
"Acer Aspire Vero AV15-51-5155 Green Laptop | 15.6"" FHD IPS Display | 11th Gen Intel Core i5-1155G7 | 8GB DDR4 | 512GB SSD | Wi-Fi 6 | PCR Materials | Windows 11 Home | Fingerprint Reader | MS Office","57,990",5.0 out of 5 stars,"Friday, February 18","₹57,990₹57,990 ₹79,999₹79,999  Save ₹22,009 (28%)"
"HP Chromebook 14 Intel Celeron N4020-4GB SDRAM/64GB eMMC + 256GB Expandable Storage 14inch(35.6 cm) Thin & Light Touchscreen Laptop (Chrome OS/B&O/Google Assistant/BL Keyboard/1.46 kg),14a-na0002TU","27,390",3.8 out of 5 stars,"Tomorrow, February 15","₹27,390₹27,390 ₹29,741.50₹29,741.50  Save ₹2,351.50 (8%)"
"ASUS VivoBook 14 Intel Core i3-10110U 10th Gen 14-inch FHD IPS Compact and Light Laptop (8GB RAM/1TB HDD/Windows 10/1 Yr. McAfee/Integrated UHD Graphics/Slate Grey/1.60 kg), X409FA-EB616T","35,900",4.1 out of 5 stars,"Saturday, February 19","₹35,900₹35,900 ₹45,990₹45,990  Save ₹10,090 (22%)"
"LG Gram 14 Intel Evo 11th Gen Core i7 14 inches Ultralight Laptop (16 GB RAM, 512 GB SSD, Windows 10, Iris Xe Graphics Thunderbolt 4, USC -Cx2 (with Power), 0.999kg, 14Z90P, Black)","1,00,699",4.4 out of 5 stars,"Tomorrow, February 15","₹1,00,699₹1,00,699 ₹1,40,000₹1,40,000  Save ₹39,301 (28%)"
"MSI GF75 Thin, Intel i5-10300H, 17.3"" FHD IPS-Level 144Hz Panel Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Nvidia GTX1650 4GB GDDR6/Black/2.2Kg), 10SC-095IN","60,990",4.5 out of 5 stars,"Tomorrow, February 15","₹60,990₹60,990 ₹82,990₹82,990  Save ₹22,000 (27%)"
"(Renewed) Dell Latitude Intel 4th Gen Core i5 14-Inch (35.56 cms) 1366x768 Laptop (4 GB/500 GB/Windows 10/Intel Integrated Graphics/Silver/2.50 Kg), E6440-i5-4 GB-500 GB","29,490",2.8 out of 5 stars,"Thursday, February 17","₹29,490₹29,490 ₹89,999₹89,999  Save ₹60,509 (67%)"
"(Renewed) RDP ThinBook 1010 - Intel Celeron Quad Core Processor, 4GB RAM, 64GB Storage, Windows 10 Pro, 14.1” HD Screen","15,192",1.0 out of 5 stars,"Tomorrow, February 15","₹15,192₹15,192 ₹19,990₹19,990  Save ₹4,798 (24%)"
"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 4600H 15.6 inch(39.6 cm) Full HD 120 Hz IPS Gaming Laptop (16GB/512GB SSD/Windows 10/NVIDIA GTX 1650 4GB GDDR6 Graphics/Onyx Black/2.2Kg), 82EY00U4IN","71,900",4.5 out of 5 stars,"Saturday, February 19","₹71,900₹71,900 ₹89,000₹89,000  Save ₹17,100 (19%)"
"HP Pavilion Gaming 10th Gen Intel Core i5 15.6-inch (39.6 cms) FHD Gaming Laptop (8GB/256GB SSD + 1TB HDD/144Hz/GTX 1650Ti 4GB Graphics/Windows 10/MS Office/2.28 kg), 15-dk1514TX, Black","67,790",4.4 out of 5 stars,"Saturday, February 19","₹67,790₹67,790 ₹81,869₹81,869  Save ₹14,079 (17%)"
"HP Pavilion Aero, Ryzen 7-16GB RAM/1TB SSD 13.3-inch (33.8 cm) WUXGA Laptop, Ultra-Thin, 970 gm, 400 Nits Anti-Glare Display/B&O Audio/Fingerprint Reader/Backlit KB/Fast Charge/Win 11, 13-be0208au","85,919",3.6 out of 5 stars,"Tomorrow, February 15","₹85,919₹85,919 ₹1,03,808₹1,03,808  Save ₹17,889 (17%)"
HP Pavilion 14 AMD Ryzen 5 14 inches FHD IPS Micro-Edge Anti-Glare Display Laptop (8GB/512GB SSD/Backlit KB/Alexa/B&O Audio/Fast Charge/720p Camera/Windows 11 ready/3D Metal Design/1.41kg/14-ec0035AU),"56,750",4.1 out of 5 stars,"Saturday, February 19","₹56,750₹56,750 ₹63,999₹63,999  Save ₹7,249 (11%)"
"HP Victus AMD Ryzen 5 5600H 16.1 inches FHD Gaming Laptop (8GB RAM/512GB SSD/4GB Radeon RX5500M Graphics/Flicker Free Display/Windows 10 Home/MS Office/Mica Silver/2.48 Kg), 16-e0162AX, Black","59,990",4.4 out of 5 stars,"Tomorrow, February 15","₹59,990₹59,990 ₹73,682₹73,682  Save ₹13,692 (19%)"
"Dell 15 2021 Intel i3-1005G1 Laptop, 8GB DDR4, 1TB HDD + 256GB SSD, Windows 10 + MS Office, Integrated Graphics, 15.6 inches FHD Display, Platinum Silver (Inspiron 3511, D560586WIN9SE), 1.8kg","45,390",3.0 out of 5 stars,"Tomorrow, February 15","₹45,390₹45,390 ₹60,695₹60,695  Save ₹15,305 (25%)"
\,"69,150",4.3 out of 5 stars,"Saturday, February 19","₹69,150₹69,150 ₹95,000₹95,000  Save ₹25,850 (27%)"
"(Renewed) Lenovo Thinkpad L450 14 inch Laptop (Core I3 5th Gen/4GB/500 GB/Windows 10 Pro/MS Office/Anti Glare Display/Webcam/Bluetooth/Wifi/Integrated Graphics), Black","22,990",,"Wednesday, February 16","₹22,990₹22,990 ₹79,990₹79,990  Save ₹57,000 (71%)"
"HP Pavilion 14, Ryzen 5-16GB RAM/512GB SSD 14 inch(35.6 cm) Laptop, FHD IPS Anti-Glare Display/Backlit KB/Alexa/B&O Audio/FPR/250 nits/Win 11 ready/3D Metal Design/Thin & Light/1.41 Kg, 14-ec0033AU","59,900",3.3 out of 5 stars,"Tomorrow, February 15","₹59,900₹59,900 ₹72,536₹72,536  Save ₹12,636 (17%)"
"Dell 15 (2021) i3-1115G4, Win 10 + MS Office, 39.62cm FHD Display 8GB DDR4, 1TB HDD, Integrated Graphics, Platinum Silver, D560568WIN9S, Inspiron 3511","41,799",1.0 out of 5 stars,"Tomorrow, February 15","₹41,799₹41,799 ₹49,650₹49,650  Save ₹7,851 (16%)"
"(Renewed) Dell LATITUDE 6th Gen Core i5 Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) FHD Screen, Windows 11 (Upgraded), MS Office, Black, Slim","34,999",2.4 out of 5 stars,"Saturday, February 19","₹34,999₹34,999 ₹89,999₹89,999  Save ₹55,000 (61%)"
"MSI Katana GF66 Gaming, Intel i7-11800H, 15.6"" FHD IPS-Level 144Hz Panel Laptop (16GB/512GB NVMe SSD/Windows 10 Home/Nvidia RTX3050Ti 4GB GDDR6/Black/2.25Kg), 11UD-476IN","1,02,900",5.0 out of 5 stars,"Thursday, February 17","₹1,02,900₹1,02,900 ₹1,17,990₹1,17,990  Save ₹15,090 (13%)"
"(Renewed) HP Pavilion 15 Intel 11th Gen Core i5 8GB RAM/512GB SSD 15.6-inch Laptop, FHD Micro-Edge Anti-Glare Display/Iris Xᵉ Graphics/Backlit KB/B&O Audio/Fingerprint Reader/Windows 11/ 1.75kg, 15-eg1000TU",,,,
"Acer Aspire 5 A514-54 Thin and Light Laptop | 14"" Full HD IPS Display | 11th Gen Intel Core i5-1135G7 Processor | 8GB DDR4 |1TB HDD | WiFi 6| Win 11 Home | HD Webcam | Pure Silver | 1.45kg","46,990",4.1 out of 5 stars,"Tomorrow, February 15","₹46,990₹46,990 ₹66,999₹66,999  Save ₹20,009 (30%)"
"HP 15 Ryzen 3 3250U- 8GB RAM/256GB SSD Thin & Light 15.6 inch(39.6cm) FHD Laptop/Windows 11 Ready /Radeon Graphics/MS Office/1.69 kg), 15s-gy0501AU","39,490",4.2 out of 5 stars,"Tomorrow, February 15","₹39,490₹39,490 ₹46,055₹46,055  Save ₹6,565 (14%)"
"Acer Aspire Vero AV15-51-5155 Green Laptop | 15.6"" FHD IPS Display | 11th Gen Intel Core i5-1155G7 | 8GB DDR4 | 512GB SSD | Wi-Fi 6 | PCR Materials | Windows 11 Home | Fingerprint Reader | MS Office","57,990",5.0 out of 5 stars,"Friday, February 18","₹57,990₹57,990 ₹79,999₹79,999  Save ₹22,009 (28%)"
"HP Chromebook 14 Intel Celeron N4020-4GB SDRAM/64GB eMMC + 256GB Expandable Storage 14inch(35.6 cm) Thin & Light Touchscreen Laptop (Chrome OS/B&O/Google Assistant/BL Keyboard/1.46 kg),14a-na0002TU","27,390",3.8 out of 5 stars,"Tomorrow, February 15","₹27,390₹27,390 ₹29,741.50₹29,741.50  Save ₹2,351.50 (8%)"
"(Renewed) Lenovo ThinkPad E15 Intel Core i3 11th Gen 15.6-inch (39.62 cm) FHD Antiglare Thin and Light Laptop (4GB RAM/256GB SSD/DOS/FPR/Black/1.7 kg), 20TDS0RE00",,,,
"HP 15 11th Gen Intel Core i5 15.6 inches FHD Laptop with Alexa Built-in (8GB/1TB HDD/m.2 Slot/Windows 10/MS Office/NVIDIA 2GB Graphics/Jet Black/1.77 Kg), 15s-du3060TX",,3.7 out of 5 stars,,
"Lenovo IdeaPad Gaming 3 Intel Core i5 10th Gen 15.6-inch (39.6 cm) FHD 120Hz IPS Gaming Laptop (8GB/512 SSD/Windows 10/NVIDIA GTX 1650 4GB GDDR6/Onyx Black/2.2Kg), 81Y4017UIN",,4.2 out of 5 stars,,
"(Renewed) Dell Lattitude E5270 Intel Core I5 6th Gen 12.5 inches HD Laptop (8GB DDR4 RAM-256 GB SSD-Windows 10 Pro/MS Office-19), 1.7kg","32,999",3.6 out of 5 stars,"Wednesday, February 16","₹32,999₹32,999 ₹89,990₹89,990  Save ₹56,991 (63%)"
"(Renewed) HP Intel Core i5 3230M 14-Inch (35.56 cms) HD (1366 X 768) Pixels Laptop (4 GB/128 GB SSD/Windows 10 Pro/Intel/Silver/1.35 Kg), 8470p-i5-4-128","28,999",2.9 out of 5 stars,"Wednesday, February 16","₹28,999₹28,999 ₹89,999₹89,999  Save ₹61,000 (67%)"
HP Pavilion 14 AMD Ryzen 5 14 inches FHD Micro-Edge Anti-Glare Display Laptop (8GB RAM/512GB SSD/ Radeon Graphics/ Windows 11/ Alexa Built-in/MS Office/B&O Audio/ 1.41kg/ Natural Silver)- 14-ec0036AU,"55,990",4.0 out of 5 stars,"Tomorrow, February 15","₹55,990₹55,990 ₹66,779₹66,779  Save ₹10,789 (16%)"
"ASUS TUF Gaming A15 (2021) 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, RTX 3050 4GB Graphics, Gaming Laptop (8GB/512GB SSD/Windows 10/Black/2.3 Kg), FA506IC-HN005T, Graphite Black","74,990",4.3 out of 5 stars,"Tomorrow, February 15","₹74,990₹74,990 ₹97,990₹97,990  Save ₹23,000 (23%)"
"Lenovo IdeaPad Slim 3 2021 11th Gen Intel Core i3 15.6 inches FHD Business Laptop (8GB/512GB SSD/Windows 10 Home/MS Office/Arctic Grey/1.65Kg), 82H800U5IN","45,799",4.2 out of 5 stars,"Tuesday, February 22","₹45,799₹45,799 ₹57,390₹57,390  Save ₹11,591 (20%)"
HP Pavilion 14 AMD Ryzen 5 14 inches FHD IPS Micro-Edge Anti-Glare Display Laptop (8GB/512GB SSD/Backlit KB/Alexa/B&O Audio/Fast Charge/720p Camera/Windows 11 ready/3D Metal Design/1.41kg/14-ec0035AU),"56,750",4.1 out of 5 stars,"Saturday, February 19","₹56,750₹56,750 ₹63,999₹63,999  Save ₹7,249 (11%)"
"HP Victus AMD Ryzen 5 5600H 16.1 inches FHD Gaming Laptop (8GB RAM/512GB SSD/4GB Radeon RX5500M Graphics/Flicker Free Display/Windows 10 Home/MS Office/Mica Silver/2.48 Kg), 16-e0162AX, Black","59,990",4.4 out of 5 stars,"Tomorrow, February 15","₹59,990₹59,990 ₹73,682₹73,682  Save ₹13,692 (19%)"
"ASUS VivoBook K15 OLED (2021), 15.6-inch (39.62 cms) FHD OLED, Intel Core i3-1115G4 11th Gen, Thin and Light Laptop (8GB/1TB SSD/Integrated Graphics/Office 2019/Windows 10/Black/1.8 Kg), K513EA-L302TS","47,990",,"Tomorrow, February 15","₹47,990₹47,990 ₹58,990₹58,990  Save ₹11,000 (19%)"
"ASUS TUF Gaming F15 Laptop 15.6"" (39.62 cms) FHD 144Hz, Intel Core i5-10300H 10th Gen, GeForce GTX 1650 4GB GDDR6 Graphics (8GB RAM/512GB NVMe SSD/Windows 10/Fortress Gray/2.30 Kg), FX566LH-HN257T","61,990",4.4 out of 5 stars,"Tomorrow, February 15","₹61,990₹61,990 ₹84,990₹84,990  Save ₹23,000 (27%)"
"Acer Extensa 15 Thin & Light Intel Processor Pentium Silver N5030 15.6 inches Business Laptop (4GB RAM/1TB HDD/Windows 10 Home/Integrated Graphic Card/Black/1.9 Kg, EX215-31)","30,080",3.5 out of 5 stars,"Saturday, February 19","₹30,080₹30,080 ₹38,999₹38,999  Save ₹8,919 (23%)"
"Lenovo IdeaPad Slim 3 AMD Ryzen 5 4500U 14 inches Full HD Business Laptop (8GB/512GB SSD/Windows 10 Home/MS Office 2019/Integrated Radeon Graphics/Platinum Grey/1.5Kg), 81W30057IN","51,500",4.0 out of 5 stars,"Saturday, February 19","₹51,500₹51,500 ₹59,900₹59,900  Save ₹8,400 (14%)"
"ASUS ROG Strix G17 (2021), 17.3"" (43.94 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB NVIDIA GeForce RTX 3050 Graphics, Gaming Laptop (8GB/512GB SSD//Windows 10/Gray/2.4 Kg), G713IC-HX056T, Eclipse Gray","85,990",4.2 out of 5 stars,"Tomorrow, February 15","₹85,990₹85,990 ₹1,11,990₹1,11,990  Save ₹26,000 (23%)"
"(Renewed) Fujitsu UH-X 11th Gen Intel Core i5 13.3” (33.78cm) FHD IPS 400Nits 2-in1 Touch Convertible Laptop (8GB/512GB SSD/Win10/Office/Iris Xe Graphics/Backlit Kb/Black/997gms), 4ZR1D71992","59,990",1.0 out of 5 stars,"Saturday, February 19","₹59,990₹59,990 ₹1,15,090₹1,15,090  Save ₹55,100 (47%)"
(Renewed) HP 15s 11th Gen Intel Core i3 15.6 inches(39.6 cm) Laptop ( 8GB RAM/512GB SSD/ Windows 11/ MS Office/ Natural Silver/ 1.75kg) - 15s-du3564TU,"40,221",,"Saturday, February 19","₹40,221₹40,221 ₹45,950₹45,950  Save ₹5,729 (12%)"
"(Renewed) Dell Intel Core i5-4th Gen 14 Inch(35.56 cms) 1366x768 HD Laptop (8GB RAM/500GB HDD/Windows 10 Pro/MS Office/Intel Integrated HD Graphics 4600 /2.1Kg,Silver) Latitude E6440","24,999",2.7 out of 5 stars,"Friday, February 18","₹24,999₹24,999 ₹65,000₹65,000  Save ₹40,001 (61%)"
"Acer Aspire 5 A514-54 Thin and Light Laptop | 14"" Full HD IPS Display | 11th Gen Intel Core i5-1135G7 Processor | 8GB DDR4 |1TB HDD | WiFi 6| Win 11 Home | HD Webcam | Pure Silver | 1.45kg","46,990",4.1 out of 5 stars,"Tomorrow, February 15","₹46,990₹46,990 ₹66,999₹66,999  Save ₹20,009 (30%)"
"HP 15 Ryzen 3 3250U- 8GB RAM/256GB SSD Thin & Light 15.6 inch(39.6cm) FHD Laptop/Windows 11 Ready /Radeon Graphics/MS Office/1.69 kg), 15s-gy0501AU","39,490",4.2 out of 5 stars,"Tomorrow, February 15","₹39,490₹39,490 ₹46,055₹46,055  Save ₹6,565 (14%)"
"Acer Swift 3 SF314-511 Intel EVO Thin and Light Laptop | 14"" Full HD IPS | Intel Core i5-1135G7 Processor |8G| 512GB SSD| WiFi 6| Backlit Keyboard | Fingerprint Reader | Windows 11 | MS Office 2021","60,990",4.8 out of 5 stars,"Tomorrow, February 15","₹60,990₹60,990 ₹89,999₹89,999  Save ₹29,009 (32%)"
"Acer Aspire Vero AV15-51-5155 Green Laptop | 15.6"" FHD IPS Display | 11th Gen Intel Core i5-1155G7 | 8GB DDR4 | 512GB SSD | Wi-Fi 6 | PCR Materials | Windows 11 Home | Fingerprint Reader | MS Office","57,990",5.0 out of 5 stars,"Friday, February 18","₹57,990₹57,990 ₹79,999₹79,999  Save ₹22,009 (28%)"
"(Renewed) HP EliteBook 6th Gen Core i5 Laptop, 8 GB RAM, 256GB SSD, Intel HD Graphics, 14 inch (36.83 cms) FHD Screen, Windows 11 (Upgraded), MS Office, Fingerprint sensor, Ultra Slim, SILVER","31,699",3.6 out of 5 stars,"Saturday, February 19","₹31,699₹31,699 ₹64,999₹64,999  Save ₹33,300 (51%)"
"Dell 14 (2021) Thin & Light i3-1005G1 Laptop, 4Gb RAM, 1TB HDD + 256GB SSD, 14” (35.56 Cms) FHD AG Display, Win 10 + MSO, Black (Vostro 3401, D552151WIN9BE)+Dell Pro Slim Backpack 15 - PO1520PS","44,388",4.8 out of 5 stars,,"₹44,388₹44,388 ₹48,199₹48,199  Save ₹3,811 (7%)"
"HP 14s 11th Gen i3 14inch(35.6 cm) FHD, IPS, Micro-Edge Display (8GB RAM/ 512 GB SSD/LTE/ Backlit Keyboard/UHD Graphics/ Dual Speakers/ Win 11/MS Office/1.49 Kg), 14s-ef1000tu, Natural Silver","48,990",5.0 out of 5 stars,"Tomorrow, February 15","₹48,990₹48,990 ₹58,657₹58,657  Save ₹9,667 (16%)"
"Dell Vostro 3501 15.6-inch FHD Laptop (10th Gen Core i3-1005G1/4GB/1TB HDD/256GB SSD/Windows 10 Home + MS Office/Intel HD Graphics), Accent Black",,3.9 out of 5 stars,,
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i3 15.6 inches FHD Business Laptop (8GB/256 GB SSD/UHD Graphics/Windows 10 Home/MS Office/Platinum Grey/1.7Kg), 81WB012DIN","39,600",4.3 out of 5 stars,"Saturday, February 19","₹39,600₹39,600 ₹59,000₹59,000  Save ₹19,400 (33%)"
"Lenovo IdeaPad 3 10th Gen Intel Core i5 15.6 FHD Thin and Light Laptop (8GB/512GB SDD/Windows 11/MS Office 2021/2Yr Warranty/Platinum Grey/1.85Kg), 81WE01PUIN","52,990",,"Saturday, February 19","₹52,990₹52,990  "
"(Renewed) Dell Intel Core i5 6th Gen 14-Inch (35.6 cms) (1366 x 768) Laptop (8GB RAM/500GB HDD/Windows 10 Pro/MS Office/ Intel HD Integrated Graphics/ Black/1.4Kg,Black) Latitude 3470","35,999",,"Wednesday, February 16","₹35,999₹35,999 ₹1,20,000₹1,20,000  Save ₹84,001 (70%)"
"(Renewed) Dell Latitude E5440 14 Inch (35.56 cms) Laptop ( Intel Core i5 4th Gen, 8GB, 128 SSD, Windows 10 Pro, Intel HD Graphics 3000, Dark Gray, 1.90 Kg)","25,809",3.5 out of 5 stars,"Wednesday, February 16","₹25,809₹25,809 ₹89,999₹89,999  Save ₹64,190 (71%)"
"HP Victus AMD Ryzen 5 5600H 16.1 inches FHD Gaming Laptop (8GB RAM/512GB SSD/4GB Radeon RX5500M Graphics/Flicker Free Display/Windows 10 Home/MS Office/Mica Silver/2.48 Kg), 16-e0162AX, Black","59,990",4.4 out of 5 stars,"Tomorrow, February 15","₹59,990₹59,990 ₹73,682₹73,682  Save ₹13,692 (19%)"
HP Pavilion 14 AMD Ryzen 5 14 inches FHD IPS Micro-Edge Anti-Glare Display Laptop (8GB/512GB SSD/Backlit KB/Alexa/B&O Audio/Fast Charge/720p Camera/Windows 11 ready/3D Metal Design/1.41kg/14-ec0035AU),"56,750",4.1 out of 5 stars,"Saturday, February 19","₹56,750₹56,750 ₹63,999₹63,999  Save ₹7,249 (11%)"
"ASUS ROG Strix G17 (2021), 17.3"" (43.94 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB NVIDIA GeForce RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/Windows 10/Gray/2.4 Kg), G713IC-HX055T, Eclipse Gray","90,990",4.6 out of 5 stars,"Tomorrow, February 15","₹90,990₹90,990 ₹1,19,990₹1,19,990  Save ₹29,000 (24%)"
"(Renewed) HP Chromebook Intel Celeron 14-Inch (35.56 cms) 1366 x 768 (HD Ready) Laptop (4 GB/64 GB SSD/Chrome OS/Intel UHD Graphics 600/Ceremic White/1.46 Kg), 14a-na0002TU","22,190",3.7 out of 5 stars,"Saturday, February 19","₹22,190₹22,190 ₹27,390₹27,390  Save ₹5,200 (18%)"
"Dell 14 (2021) Ryzen 5-3450U, 8GB, 256GB SSD, Win 11 + MS Office'21, AMD Vega Graphics, 14"" (35.56 cms) FHD Display, Accent Black (Vostro 3405, D552233WIN9BE)","51,890",4.2 out of 5 stars,"Tomorrow, February 15","₹51,890₹51,890 ₹53,635.20₹53,635.20  Save ₹1,745.20 (3%)"
"(Renewed) Lenovo ThinkPad E15 Intel Core i3 11th Gen 15.6-inch (39.62 cm) FHD Antiglare Thin and Light Laptop (4GB RAM/256GB SSD/DOS/FPR/Black/1.7 kg), 20TDS0RE00",,,,
"Dell Inspiron 3505 39.62 cm (15.6"") FHD Display Laptop (R3-3250U / 8GB / 1TB HDD / Integrated Graphics / Win 10 + MSO / Soft Mint) D560429WIN9S",,3.5 out of 5 stars,,
"Lenovo ThinkPad E15 Intel Core i3 11th Gen 15.6-inch (39.62 cm) FHD Antiglare Thin and Light Laptop (4GB RAM/256GB SSD/Windows 11 Home/FPR/Black/1.7 kg), 20TD00HGIG","49,140",4.7 out of 5 stars,"Tomorrow, February 15","₹49,140₹49,140 ₹93,600₹93,600  Save ₹44,460 (48%)"
"MSI GF75 Thin Gaming, Intel i7-10750H, 17.3"" (43.9 cm) FHD IPS-Level 144Hz Panel Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Nvidia GTX1650 4GB GDDR6/Black/2.2Kg), 10SCXR-654IN","70,000",4.5 out of 5 stars,"Tomorrow, February 15","₹70,000₹70,000 ₹95,990₹95,990  Save ₹25,990 (27%)"
"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 4600H 15.6 inch(39.6 cm) Full HD 120 Hz IPS Gaming Laptop (16GB/512GB SSD/Windows 10/NVIDIA GTX 1650 4GB GDDR6 Graphics/Onyx Black/2.2Kg), 82EY00U4IN","71,900",4.5 out of 5 stars,"Saturday, February 19","₹71,900₹71,900 ₹89,000₹89,000  Save ₹17,100 (19%)"
"Acer Aspire 5 A514-54 Thin and Light Laptop | 14"" Full HD IPS Display | 11th Gen Intel Core i5-1135G7 Processor | 8GB DDR4 |1TB HDD | WiFi 6| Win 11 Home | HD Webcam | Pure Silver | 1.45kg","46,990",4.1 out of 5 stars,"Tomorrow, February 15","₹46,990₹46,990 ₹66,999₹66,999  Save ₹20,009 (30%)"
"HP 15 Ryzen 3 3250U- 8GB RAM/256GB SSD Thin & Light 15.6 inch(39.6cm) FHD Laptop/Windows 11 Ready /Radeon Graphics/MS Office/1.69 kg), 15s-gy0501AU","39,490",4.2 out of 5 stars,"Tomorrow, February 15","₹39,490₹39,490 ₹46,055₹46,055  Save ₹6,565 (14%)"
"Acer Swift 3 SF314-511 Intel EVO Thin and Light Laptop | 14"" Full HD IPS | Intel Core i5-1135G7 Processor |8G| 512GB SSD| WiFi 6| Backlit Keyboard | Fingerprint Reader | Windows 11 | MS Office 2021","60,990",4.8 out of 5 stars,"Tomorrow, February 15","₹60,990₹60,990 ₹89,999₹89,999  Save ₹29,009 (32%)"
"Acer Aspire Vero AV15-51-5155 Green Laptop | 15.6"" FHD IPS Display | 11th Gen Intel Core i5-1155G7 | 8GB DDR4 | 512GB SSD | Wi-Fi 6 | PCR Materials | Windows 11 Home | Fingerprint Reader | MS Office","57,990",5.0 out of 5 stars,"Friday, February 18","₹57,990₹57,990 ₹79,999₹79,999  Save ₹22,009 (28%)"
"Lenovo ThinkBook 15 Intel 11th Gen Core i5 15.6"" (39.62 cm) FHD IPS 300 nits Antiglare 100% sRGB Thin and Light Laptop (8GB/1TB HDD+256GB SSD/Windows 10 Home/MS Office/Mineral Grey/1.7 Kg), 20VEA0HFIH",,4.0 out of 5 stars,,
"ASUS TUF Gaming F15 (2021), 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i5-11400H 11th Gen, GeForce RTX 3060 6GB Graphics, Gaming Laptop(16GB/512GB SSDWindows 10/Gray/2.3 Kg), FX566HM-HN104T","89,990",4.2 out of 5 stars,"Tomorrow, February 15","₹89,990₹89,990 ₹1,29,990₹1,29,990  Save ₹40,000 (31%)"
"Acer Extensa 15 Thin and Light Business Laptop 11th Gen Intel Core i3-1115G4 Processor 15.6"" (39.6 cms) Full HD Display - (4 GB/256 GB SSD/Windows 10 Home/Intel UHD Graphics /1.7Kg/Black) EX215-54","37,999",,"Saturday, February 19","₹37,999₹37,999 ₹89,090₹89,090  Save ₹51,091 (57%)"
"Lenovo IdeaPad Slim 3 Intel Celeron N4020 14"" (35.36cm) HD Thin & Light Laptop (4GB/256GB SSD/Windows 10/Platinum Grey/1.5Kg), 81WH001NIN","33,250",4.1 out of 5 stars,"Tomorrow, February 15","₹33,250₹33,250 ₹40,490₹40,490  Save ₹7,240 (18%)"
"( Renewed ) Dell Latitude E3350 Core i5 5th Generation | 4Gb Ram | 500 Gb Hdd | 13.3"" Bright View Led Screen | Wifi | Webcam & Mic | Windows 10 | ( 6 Months Onsite Pick up Warranty )","22,999",,"Friday, February 18","₹22,999₹22,999 ₹60,000₹60,000  Save ₹37,001 (61%)"
"ASUS TUF Gaming A15 (2021) 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, RTX 3050 4GB Graphics, Gaming Laptop (8GB/512GB SSD/Windows 10/Black/2.3 Kg), FA506IC-HN005T, Graphite Black","74,990",4.3 out of 5 stars,"Tomorrow, February 15","₹74,990₹74,990 ₹97,990₹97,990  Save ₹23,000 (23%)"
ASUS VivoBook AMD Ryzen 3-3250U(4GB RAM/256GB SSD/Win10+Ms Off H&S 2019+McAfee/Integrated Vega 3 Graphics/15.6-inch FHD IPS /FP Reader/1.9 kg/Transparent Silver/1 Yr. Warranty) M515DA-EJ312TS,"33,990",3.8 out of 5 stars,"Wednesday, February 16","₹33,990₹33,990 ₹40,990₹40,990  Save ₹7,000 (17%)"
(Renewed) HP 15s 11th Gen Intel Core i3 15.6 inches(39.6 cm) Laptop ( 8GB RAM/512GB SSD/ Windows 11/ MS Office/ Natural Silver/ 1.75kg) - 15s-du3564TU,"40,221",,"Saturday, February 19","₹40,221₹40,221 ₹45,950₹45,950  Save ₹5,729 (12%)"
"HP Victus AMD Ryzen 5 5600H 16.1 inches FHD Gaming Laptop (8GB RAM/512GB SSD/4GB Radeon RX5500M Graphics/Flicker Free Display/Windows 10 Home/MS Office/Mica Silver/2.48 Kg), 16-e0162AX, Black","59,990",4.4 out of 5 stars,"Tomorrow, February 15","₹59,990₹59,990 ₹73,682₹73,682  Save ₹13,692 (19%)"
